source	replies	label
Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/XWGe9MpUzU http://t.co/cwhIiozFNr	Uber sux&gt;&gt; “@mashable: Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/p8nmsPNYs2 http://t.co/Flk22fdUIi”<EOS>@mashable @uber I love the service but this is classless<EOS>@Paul_Murton They just don't care. I hope you &amp; yours are all safe.<EOS>“@mashable: Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/Hs9OGDzT1e http://t.co/szDW6UpIox” Just not right<EOS>Horrible. "@mashable: Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/M2Rs36xnnP http://t.co/pJBBKh3k0f”<EOS>@mashable keeping it classy!<EOS>Even vultures have to eat. RT @mashable: Uber intros surge pricing in Sydney during hostage siege http://t.co/nX42VhRQzR<EOS>Way uncool, @Uber_Sydney. RT@mashable: Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/u7cvyweook<EOS>4x at $100 min RT @mashable: Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/yMqgU7BL7F http://t.co/X0cxacnu8T<EOS>Oh man. RT @mashable Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/1QATSLiPvz http://t.co/xXkNRxAa1a<EOS>I hope this is untrue RT @mashable Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/ZFmfCId38d<EOS>	nonrumour
No, Banksy hasn’t actually been arrested http://t.co/Xu7oWBMGCw http://t.co/OJ4ar8kVuo	@UsVsTh3m Don't spoil it!<EOS>That happened in Mexico in the report of the president. Lamentable @UsVsTh3m @woodelijah<EOS>RT @UsVsTh3m: No, Banksy hasn’t actually been arrested http://t.co/frMz0bVL7j http://t.co/Jvx9nJiHk6<EOS>	rumour
Paramedics are currently carrying out a number of hostages in #MartinPl. #SydneySiege #9News	RT @9NewsSyd: Paramedics are currently carrying out a number of hostages in #MartinPl. #SydneySiege #9News<EOS>@blastedsilver oh no!<EOS>RT @9NewsSyd: Paramedics are currently carrying out a number of hostages in #MartinPl. #SydneySiege #9News”<EOS>@blastedsilver @9NewsSyd Police stormed cafe.<EOS>	nonrumour
Be aware of #CoronaVirusFacts   Q: Can regularly rinsing your nose with saline solution help prevent infection with #2019nCoV?  A: No. There is no evidence that regularly rinsing the nose with saline solution has protected people from infection with the new #coronavirus. https://t.co/JZVixEsbv6	@KulikovUNIATF @HealthFacts9 @healthfactz @HealthInfoNet @hinfonet @uvic_healthinfo @Healthawarene12 @DrJulieStPierre @DrTraceyK @LiamJGilligan @CoronaVirusInfo 🔴"New #coronavirus can spread before symptoms start,German case suggests"  #WHO #EHO #Eu #OSCE #healthcare #HealthForAll #cronovirus #VirusCorona #virus  https://t.co/Sd0bEhHnkQ<EOS>	nonrumour
What are the symptoms of COVID-19?  Symptoms can include fever, cough and shortness of breath. In more severe cases, infection can cause pneumonia or breathing difficulties. More rarely, the disease can be fatal. These symptoms are similar to the flu (influenza) or common cold. https://t.co/YOQe5Yh36W	What is COVID-19?  COVID-19 is a disease caused by a new strain of coronavirus. ‘CO’ stands for corona, ‘VI’ for virus, and ‘D’ for disease. Formerly, this disease was referred to as ‘2019 novel coronavirus’ or ‘2019-nCoV.’ https://t.co/y5oyb3LCiQ<EOS>Call the Yobe state NCDC hotline on 08131834764 or 07041116027. You can also call the NCDC Toll-free line immediately on 08097000010. Please follow this advise whether you have symptoms or not. https://t.co/HdEEsl7aVr<EOS>	nonrumour
Reagan (11 mass shootings) Bush Sr (12 mass shootings) Clinton (23 mass shootings) Bush Jr (16 mass shootings) Obama (162 mass shootings)	@jimEastridge1 @WarriorsHart444 Gotta remind him what it was like in Chicago when he was organizing.<EOS>@Fictonic @jimEastridge1 @AngieDrue You know it is racist to mention the homicide rate in @POTUS town!<EOS>@jimEastridge1 @WasnotF WTF!<EOS>@jimEastridge1 @MeganSmiles Whatever happened to all that "Hope and Change" healing the planets &amp; stoping the rising oceans stuff?<EOS>@jimEastridge1 @DrottM It's all Global warming's fault!<EOS>@jimEastridge1 @mkues65 powerful! Thx 😊<EOS>@jimEastridge1 This is not an Anti-Obama post this is an Anti-gun post. Ridiculous how people blame guns for terrorism...<EOS>@jimEastridge1 @PrisonerNo24601 And?<EOS>@jimEastridge1 @SteveDeaceShow Maybe we need to eliminate Democratic presidents instead of guns.<EOS>@jimEastridge1 @madmc49 Interesting stats. What conclusions do you draw?<EOS>@jimEastridge1   This is a completely misleading statement and a blatant disregard for the difference between causation and correlation.<EOS>@KestrelArts @jimEastridge1 @dmcparson I also think the stats are fake. I did follow the news, and I haven't got impression so much change.<EOS>@jimEastridge1  The New World Order.  Inciting hatred and dividing us.<EOS>@jimEastridge1 @MhEfren them why a Nobel peace ?<EOS>	rumour
Are hand dryers effective in killing the new coronavirus?  No. Hand dryers are not effective in killing the 2019-nCoV. To protect yourself against the new coronavirus, you should frequently clean your hands with an alcohol-based hand rub or wash them with soap and water. Once	Your hands are cleaned, you should dry them thoroughly by using paper towels or a warm air dryer.<EOS>	nonrumour
We have touched half a million. And we are doing nearly 20K new cases per day.  And the government has been really quiet for sometime. What is our plan? Herd immunity? https://t.co/9hRn9bNwfc	@radnus0 Country.<EOS>@ainvvy Chanting coro-nil, coro-nil repeatedly should reduce the cases to nil, right?  😷<EOS>@Mareeswj Luckily we have a cure, unlike other countries :)<EOS>@ainvvy The initial lockdown was used to build up hospital capacity and resources-ppes, medicines, beds, ventilators. I think, now the plan is to open it all and see what happens. Our country can't afford many lockdowns.<EOS>@ainvvy Atma nirbhar bharat. DIY.<EOS>@ainvvy With respect sir, can herd immunity be called a plan for a population of 1.3 billion? Sweden also seems to failing spectacularly in terms of deaths but sticking to its guns wrt herd immunity!<EOS>@ainvvy For herd immunity in India, at least 750M people would have to get infected. We are not even close to it.<EOS>@ainvvy Only way out.<EOS>@ainvvy India should be fine! The Babas have discovered the cure...<EOS>@ainvvy &gt; plan  Viraat immunity, hence .... Coronil<EOS>@ainvvy But does anything like ‘Herd Immunity’ even exist for COVID 19?<EOS>@ainvvy The reason may be the fact that the death rate is low in our country.<EOS>@ainvvy “Our plan”?<EOS>	nonrumour
Exposing yourself to the sun or to temperatures higher than 25C degrees DOES NOT prevent the coronavirus disease COVID-19.  #brightwhiteae #Covid_19 #كورونا https://t.co/gkryEJD7Jg	@BrightWhiteae Based on what? Enough levels of Vit D is essential to a strong immune system. Maybe just stick to dentistry and let people do their own research on what is good for them. I guess you believe fluoride in drinking water prevents tooth decay BWAHAHAHAHAHA🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂<EOS>	nonrumour
@CherellePeters6 @Yamiche @MomentumAdvice @VelshiRuhle @Varneyco @cnnfinance1 @FoxBusiness @MariaBartiromo What is a coronavirus stimulus check? The payment which the IRS is calling an "economic impact payment," the government has named a "recovery rebate," &amp; many people are calling a "stimulus check" is technically an advance tax credit meant to offset your 2020 federal income taxes.	Important.  President Trump when asked whether he would like to see more direct cash payments to Americans in the next coronavirus bill: "I like concept of it...I like money going directly to people."<EOS>@Yamiche my husband and i are seriously thinking about sending the money back.  i read in 2 places it’s a LOAN against nexts years tax return.  what can i do to ensure that i don’t have to repay it?@MomentumAdvice @VelshiRuhle @Varneyco @cnnfinance1 @FoxBusiness @MariaBartiromo<EOS>@flrcld @Yamiche @MomentumAdvice @VelshiRuhle @Varneyco @cnnfinance1 @FoxBusiness @MariaBartiromo I would look into that to make sure it's true before making any decision. I don't think that's true.<EOS>@flrcld @Yamiche @MomentumAdvice @VelshiRuhle @Varneyco @cnnfinance1 @FoxBusiness @MariaBartiromo Thank you<EOS>	nonrumour
Latest so far on shot down Malaysia Airlines plane #MH17 http://t.co/duNaPEjFZp http://t.co/3dm3yEqfi9	@DailyMirror er... Not def shot down was it? Don't add to the agony of the passengers families with speculation dressed as fact<EOS>	rumour
LETS START BY BOYCOTTING KOCH INDUSTIERS THEY PAID FOR GEORGE ZIMMERMAN LEGAL FEES #JusticeForTrayvon #JurorB37 http://t.co/aUCK4jPy12	@Applehead_aka @burg21 @MissSande This rumor isn't true. Koch did not fund Zimmerman's defense. More info on Snopes: http://t.co/9SpFV0KT3Y<EOS>@burg21 Thanks on my buy list now.<EOS>@burg21 @sdlaw2006 I have a strong feeling they were involved in this.<EOS>@burg21 @711ace @justgrateful apparently it's a spiteful rumor. Check Snopes.<EOS>@burg21  Not done with Zimmerman yet. Heard he filed a civil suit against Martins today around 5:00. No one has confirmed yet.<EOS>@burg21 Thanks..I will never purchase products or anything for that matter that supports that poor excuse for that cold hearted man.<EOS>@burg21 that is a rumor. You believe everything you see on the Internet?<EOS>@burg21 @justgrateful where do you get your info from? did you research it?<EOS>@burg21 Just what is this supposed to prove/accomplish? Not guilty. Evidence in his favor, passed lie detector test. End of story.<EOS>@burg21 dont get me wrong, I hate the Koche brothers and #Zimmermanverdict was a miscarriage of justice. But can I get a source on ur claim?<EOS>@burg21 @MissSande but what quality toliet paper am i gonna wipe my ass with ? Quilted northern is the best<EOS>@burg21 and @MarsGlobal &amp; @DrinkAriZona! Thank you for this info. Much appreciated<EOS>@Love7Ray @burg21  What would it be based upon<EOS>@burg21 boycotting will change nothing. I am sorry. Zimmerman should not have followed him but trayvon should not have fought.<EOS>	rumour
	nonrumour
Can eating garlic help prevent infection with the new coronavirus? Garlic is a healthy food that may have some antimicrobial properties. However, there is no evidence from the current outbreak that eating garlic has protected people from the new coronavirus #stayhome #staysafe https://t.co/XazBGdMvbv	@social_rural Be safe<EOS>@social_rural Follow the measures undertaken by the government<EOS>@social_rural Be safe from corona virus<EOS>	nonrumour
	nonrumour
Obama Files Federal Charges Against George Zimmerman Following Acquittal in Shooting Murder of Trayvon Martin |  http://t.co/DdlC39Q2uT	@ReveredGoddess  That's fake!!! Show me that on NBC or CNN<EOS>@MunyKen @JustYana6 @ReveredGoddess YES YES YES<EOS>	rumour
@DelboyMk3 @latimeralder Cold weather and snow CANNOT kill the new coronavirus.  google can covid19 survuve in a freezer many replies such as  https://t.co/1pKgIMBuFR	Interesting comparison:  Sweden. No lockdown. 714 cases/47 deaths per 1,000,000 people  UK: Lockdown in force 14 days. 760 cases/79 deaths per 1,000,000.  Thoughts?  https://t.co/RpxyyRVeUf<EOS>@latimeralder Could it be to do with temperature?? Wonder what the figures are for Iceland?<EOS>@DelboyMk3 @latimeralder the virus can survive down to -40c, heat kills it not cold<EOS>@nospin_43 @latimeralder Where did you get that information?<EOS>@nospin_43 @latimeralder The first sentence of that blurb contains the most important word, "could". As the virus, to the best of my knowledge, hasn't been around for 2 years, let alone put in a freezer for 2 years, nobody actually knows, it's speculation, bad speculation at that!!<EOS>@DelboyMk3 @latimeralder it is a member of the same family as mers &amp; especially SARS and they survive the cold, also loads of articles that most viral infection die down in warmer weather because SO THE ARTICLE AND COMMON SENSE tells you cold doesn't kill it<EOS>@nospin_43 @latimeralder Please tell me where you're getting your information, I'd just like to know.<EOS>	nonrumour
	nonrumour
@TheOfficialSBI Sir please let me know when we can expect SBI clerk prelims exam result?	@GopalSh98142387 We request you to keep yourself updated with the Careers page on our website, https://t.co/MxZqeRW2av for recruitment related news and updates.<EOS>@TheOfficialSBI @GopalSh98142387 Nonsense Results process ..<EOS>	nonrumour
@JMBorchardt @paikman8 @jackwindsor @RandyLudlow @laurahancock What is the latest on the serology antibody testing?  As we now know, many AB tests are cutting edge, emergency use only, and MANY are not accurate (too many false positives).  What company and product is Ohio using for the antibody tests that @DrAmyActon mentions?	@paikman8 @jackwindsor @RandyLudlow @laurahancock Ohio separates this. Confirmed = viral test. Antibody tests would be noted as "probable" cases if they are linked to a positive case or had symptoms based on an interview with a health worker. Ohio's "total tested" number put out each day does NOT include antibody tests.<EOS>@JMBorchardt @paikman8 @jackwindsor @RandyLudlow @laurahancock @DrAmyActon P.S. the better performing serology tests are now showing in other places (harder hit that OH), that we are not anywhere near herd immunity (Spain ~10% infected thus far, Sweden ~7% etc.). AB kits that give false positives for other coronavirus types will give false hope.<EOS>	nonrumour
Nyt tuli kova tietoisku WHO:lta Facebookiin:  "FACT: Drinking alcohol DOES NOT protect you against COVID-19 and can be dangerous.   Frequent or excessive alcohol consumption can increase your risk of health problems."  Vau! Onko tosiaan olemassa ihmisiä, joille tieto on uutta?	Toki viestin tarkoitus varmasti oli hyvä, mutta onhan toi aika törkeää ihmisten älykkyyden aliarviointia.  Uskon että toimivampaa olisi nyt kannustaa ihmisiä harrastamaan jotain muuta tyydyttävää. Jokaisella on omat yksilölliset harrastukset ja mielenkiinnon kohteet.<EOS>@valkeisaho Onkohan tuota testattu riittävästi. Ainakin muinoin Britit torjuivat onnistuneest malariaa juomalla giniä.<EOS>@xxxeerh Itse asiassa se oli gin tonicin tonic-vesi, joka sisälsi aikoinaan merkittävän määrän kiniiniä eli yhtä malarialääkettä. Juomaan lisättiin giniä, jotta se menisi paremmin alas. Itse en pysty juomaan edes nykyistä tonic-vettä. Kiiniiniä sisältävä tuskin menisi edes ginin kanssa.<EOS>@valkeisaho Eikö se ryyppääminen tee aika huonoa immuunijärjestelmän valmiudulelle?<EOS>@HeikkiUutiset @valkeisaho Kahden viikon putken jälkeen sitä jo toivookin, että korona tulis ja veis.<EOS>@valkeisaho No voi saamarin saamari. Korkki kiinni, kun tämä sisäinen desinfiointikaan ei sitten auta! Seuraavaksi testiin hopeavesi ja voimakristallit.<EOS>@valkeisaho Yritän silti.<EOS>	nonrumour
On Israeli TV, an Israeli woman speaks of her nephew,a mother with 6 month old baby, held hostage in the supermarket in Paris. #JeSuisJuif	@AvitalLeibovich Praying.<EOS>@avitalleibovich link?<EOS>@AvitalLeibovich I assume you mean niece?<EOS>@AvitalLeibovich @RavDK http://t.co/vjy5WsmhkW<EOS>If I were Jewish, I won't go to the demo beside Hamas' friends. @AvitalLeibovich @sbenayoun<EOS>	nonrumour
